Date,Open,High,Low,Close,Adj Close,Volume,APrice 
9/13/2010,0.06219,0.175,0.061,0.06199,0.06199,876,0.06209
9/14/2010,0.06199,0.0625,0.0604,0.0604,0.0604,223,0.061195
9/15/2010,0.0604,0.0619,0.0618,0.0619,0.0619,45,0.06115
9/16/2010,0.0619,0.0609,0.059,0.059,0.059,438,0.06045
9/17/2010,0.059,0.061,0.05761,0.061,0.061,427,0.06
9/18/2010,0.061,0.0627,0.06,0.0627,0.0627,797,0.06185
9/19/2010,0.0627,0.0634,0.062,0.0621,0.0621,891,0.0624
9/20/2010,0.0621,0.0633,0.0623,0.06265,0.06265,359,0.062375
9/21/2010,0.06265,0.0624,0.06147,0.0622,0.0622,717,0.062425
9/22/2010,0.0622,0.063,0.0615,0.06231,0.06231,970,0.062255
9/23/2010,0.06231,0.0624,0.06209,0.0622,0.0622,42,0.062255
9/24/2010,0.0622,0.0624,0.0617,0.06202,0.06202,133,0.06211
9/25/2010,0.06202,0.06228,0.06186,0.062,0.062,748,0.06201
9/26/2010,0.062,0.06228,0.0619,0.0622,0.0622,668,0.0621
9/27/2010,0.0622,0.06271,0.0617,0.0619,0.0619,439,0.06205
9/28/2010,0.0619,0.062,0.0615,0.06191,0.06191,1450,0.061905
9/29/2010,0.06191,0.0619,0.06155,0.0619,0.0619,488,0.061905
9/30/2010,0.0619,0.062,0.06189,0.06197,0.06197,106,0.061935
10/1/2010,0.06197,0.06191,0.06125,0.0614,0.0614,802,0.061685
10/2/2010,0.0614,0.0614,0.061,0.06111,0.06111,439,0.061255
10/3/2010,0.06111,0.062,0.06081,0.0613,0.0613,2079,0.061205
10/4/2010,0.0613,0.06301,0.0609,0.0614,0.0614,1699,0.06135
10/5/2010,0.0614,0.0635,0.0612,0.06281,0.06281,2091,0.062105
10/6/2010,0.06281,0.067,0.0628,0.067,0.067,2812,0.064905
10/7/2010,0.067,0.088,0.01,0.08685,0.08685,10784,0.076925
10/8/2010,0.08685,0.12,0.068,0.0938,0.0938,16104,0.090325
10/9/2010,0.0938,0.1301,0.07999,0.0965,0.0965,4889,0.09515
10/10/2010,0.0965,0.103,0.091,0.095,0.095,1395,0.09575
10/11/2010,0.095,0.099,0.082,0.0949,0.0949,2396,0.09495
10/12/2010,0.0949,0.105,0.092,0.105,0.105,4558,0.09995
10/13/2010,0.105,0.1045,0.065,0.102,0.102,3701,0.1035
10/14/2010,0.102,0.119,0.092,0.105,0.105,2554,0.1035
10/15/2010,0.105,0.103,0.1,0.101,0.101,633,0.103
10/16/2010,0.101,0.1045,0.1,0.102,0.102,1857,0.1015
10/17/2010,0.102,0.103,0.097,0.1024,0.1024,2591,0.1022
10/18/2010,0.1024,0.1019,0.097,0.097,0.097,623,0.0997
10/19/2010,0.097,0.103,0.094,0.099,0.099,3221,0.098
10/20/2010,0.099,0.109,0.097,0.107,0.107,4616,0.103
10/21/2010,0.107,0.109,0.1015,0.1025,0.1025,3665,0.10475
10/22/2010,0.1025,0.109,0.1045,0.1055,0.1055,481,0.104
10/23/2010,0.1055,0.19,0.108,0.115,0.115,1560,0.11025
10/24/2010,0.115,0.19,0.09009,0.132,0.132,4450,0.1235
10/25/2010,0.132,0.18,0.133,0.1503,0.1503,2995,0.14115
10/26/2010,0.1503,0.19,0.151,0.1877,0.1877,11594,0.169
10/27/2010,0.1877,0.191,0.1731,0.1731,0.1731,4009,0.1804
10/28/2010,0.1731,0.19,0.173,0.19,0.19,5380,0.18155
10/29/2010,0.19,0.199,0.1875,0.1989,0.1989,5112,0.19445
10/30/2010,0.1989,0.1989,0.171,0.1925,0.1925,7829,0.1957
11/1/2010,0.1925,0.1955,0.172,0.1955,0.1955,4049,0.194
11/2/2010,0.1955,0.195,0.1905,0.1938,0.1938,1121,0.19465
11/3/2010,0.1938,0.275,0.125,0.1931,0.1931,11769,0.19345
11/4/2010,0.1931,0.236,0.1934,0.23,0.23,6229,0.21155
11/5/2010,0.23,0.2639,0.2101,0.26,0.26,8757,0.245
11/6/2010,0.26,0.5,0.2402,0.39,0.39,9396,0.325
11/7/2010,0.39,0.47,0.286,0.34,0.34,27937,0.365
11/8/2010,0.34,0.37,0.2261,0.243,0.243,38339,0.2915
11/9/2010,0.243,0.323,0.199,0.21,0.21,12808,0.2265
11/10/2010,0.21,0.24,0.14,0.24,0.24,6110,0.225
11/11/2010,0.24,0.24,0.21,0.2231,0.2231,1111,0.23155
11/12/2010,0.2231,0.29,0.223,0.2682,0.2682,10494,0.24565
11/13/2010,0.2682,0.3,0.2683,0.276,0.276,6351,0.2721
11/14/2010,0.276,0.299,0.2702,0.279,0.279,4793,0.2775
11/15/2010,0.279,0.2828,0.2682,0.2682,0.2682,2337,0.2736
11/16/2010,0.2682,0.275,0.223,0.223,0.223,8609,0.2456
11/17/2010,0.223,0.29,0.2116,0.2299,0.2299,8662,0.22645
11/18/2010,0.2299,0.283,0.2221,0.2678,0.2678,10253,0.24885
11/19/2010,0.2678,0.28,0.2682,0.28,0.28,583,0.2739
11/20/2010,0.28,0.29,0.2682,0.283,0.283,4119,0.2815
11/21/2010,0.283,0.282,0.2763,0.2767,0.2767,212,0.27985
11/22/2010,0.2767,0.2879,0.269,0.2879,0.2879,7818,0.2823
11/23/2010,0.2879,0.2845,0.276,0.2829,0.2829,1361,0.2854
11/24/2010,0.2829,0.283,0.2761,0.283,0.283,710,0.28295
11/25/2010,0.283,0.2825,0.278,0.28,0.28,469,0.2815
11/26/2010,0.28,0.289,0.2761,0.2844,0.2844,9510,0.2822
11/27/2010,0.2844,0.2844,0.2826,0.283,0.283,515,0.2837
11/28/2010,0.283,0.2846,0.27,0.27,0.27,5746,0.2765
11/29/2010,0.27,0.279,0.2151,0.2299,0.2299,8802,0.24995
11/30/2010,0.2299,0.2299,0.204,0.2082,0.2082,4570,0.21905
12/1/2010,0.2082,0.2299,0.2095,0.2275,0.2275,1752,0.21785
12/2/2010,0.2275,0.2553,0.218,0.255,0.255,4800,0.24125
12/3/2010,0.255,0.2552,0.243,0.251,0.251,633,0.253
12/4/2010,0.251,0.2589,0.205,0.205,0.205,6673,0.228
12/5/2010,0.205,0.235,0.19,0.19,0.19,1178,0.1975
12/6/2010,0.19,0.225,0.1841,0.204,0.204,863,0.197
12/7/2010,0.204,0.2477,0.1701,0.233,0.233,5411,0.2185
12/8/2010,0.233,0.24,0.22,0.2388,0.2388,789,0.2359
12/9/2010,0.2388,0.233,0.1701,0.2,0.2,4411,0.2194
12/10/2010,0.2,0.204,0.1825,0.204,0.204,328,0.202
12/11/2010,0.204,0.228,0.1907,0.228,0.228,1267,0.216
12/12/2010,0.228,0.2279,0.2068,0.22,0.22,418,0.224
12/13/2010,0.22,0.23,0.21,0.2299,0.2299,1425,0.22495
12/14/2010,0.2299,0.2468,0.21,0.2467,0.2467,2403,0.2383
12/15/2010,0.2467,0.246,0.238,0.238,0.238,901,0.24235
12/16/2010,0.238,0.255,0.2222,0.25,0.25,3522,0.244
12/17/2010,0.25,0.249,0.24,0.24,0.24,130,0.245
12/18/2010,0.24,0.2488,0.241,0.241,0.241,41,0.2405
12/19/2010,0.241,0.2499,0.24,0.2401,0.2401,487,0.24055
12/20/2010,0.2401,0.275,0.24,0.267,0.267,2769,0.25355
12/21/2010,0.267,0.267,0.24,0.24,0.24,2291,0.2535
12/22/2010,0.24,0.25,0.244,0.25,0.25,949,0.245
12/23/2010,0.25,0.25,0.241,0.25,0.25,2160,0.25
12/24/2010,0.25,0.25,0.242,0.248,0.248,1252,0.249
12/25/2010,0.248,0.25,0.2475,0.2499,0.2499,175,0.24895
12/26/2010,0.2499,0.27,0.2464,0.265,0.265,4203,0.25745
12/27/2010,0.265,0.27,0.251,0.265,0.265,1270,0.265
12/28/2010,0.265,0.281,0.2612,0.281,0.281,4238,0.273
12/29/2010,0.281,0.301,0.271,0.3,0.3,5363,0.2905
12/30/2010,0.3,0.3,0.291,0.3,0.3,759,0.3
12/31/2010,0.3,0.3,0.292,0.3,0.3,428,0.3
1/1/2011,0.3,0.3,0.292,0.3,0.3,841,0.3
1/2/2011,0.3,0.3,0.289,0.3,0.3,1584,0.3
1/3/2011,0.3,0.2999,0.29,0.295,0.295,420,0.2975
1/4/2011,0.295,0.2999,0.289,0.2989,0.2989,548,0.29695
1/5/2011,0.2989,0.299,0.29,0.299,0.299,106,0.29895
1/6/2011,0.299,0.299,0.29,0.298,0.298,1031,0.2985
1/7/2011,0.298,0.322,0.2975,0.32,0.32,13152,0.309
1/8/2011,0.32,0.3229,0.309,0.3229,0.3229,512,0.32145
1/9/2011,0.3229,0.323,0.3229,0.323,0.323,546,0.32295
1/10/2011,0.323,0.329,0.3175,0.3266,0.3266,3360,0.3248
1/11/2011,0.3266,0.3266,0.3176,0.3266,0.3266,1578,0.3266
1/12/2011,0.3266,0.3557,0.318,0.3188,0.3188,10508,0.3227
1/13/2011,0.3188,0.405,0.3176,0.3176,0.3176,7147,0.3182
1/14/2011,0.3176,0.45,0.3176,0.4,0.4,10691,0.3588
1/15/2011,0.4,0.4,0.385,0.386,0.386,591,0.393
1/16/2011,0.386,0.4,0.386,0.3868,0.3868,1085,0.3864
1/17/2011,0.3868,0.3868,0.315,0.3495,0.3495,6360,0.36815
1/18/2011,0.3495,0.3495,0.305,0.313,0.313,4950,0.33125
1/19/2011,0.313,0.313,0.305,0.313,0.313,2247,0.313
1/20/2011,0.313,0.39,0.31,0.39,0.39,6900,0.3515
1/21/2011,0.39,0.44,0.368,0.4199,0.4199,3351,0.40495
1/22/2011,0.4199,0.4443,0.39,0.4443,0.4443,4513,0.4321
1/23/2011,0.4443,0.4443,0.42,0.4424,0.4424,505,0.44335
1/24/2011,0.4424,0.4424,0.381,0.4199,0.4199,4516,0.43115
1/25/2011,0.4199,0.425,0.4,0.41,0.41,901,0.41495
1/26/2011,0.41,0.42,0.3904,0.417,0.417,6315,0.4135
1/27/2011,0.417,0.45,0.4085,0.4212,0.4212,12086,0.4191
1/28/2011,0.4212,0.446,0.4212,0.446,0.446,2301,0.4336
1/29/2011,0.446,0.445,0.43,0.439,0.439,643,0.4425
1/30/2011,0.439,0.48,0.445,0.4799,0.4799,4775,0.45945
1/31/2011,0.4799,0.95,0.47,0.52,0.52,32708,0.49995
2/1/2011,0.52,0.85,0.5201,0.7,0.7,23264,0.61
2/2/2011,0.7,0.76,0.69,0.716,0.716,4126,0.708
2/3/2011,0.716,0.75,0.6501,0.69,0.69,6064,0.703
2/4/2011,0.69,0.88,0.67,0.811,0.811,33965,0.7505
2/5/2011,0.811,0.92,0.8115,0.92,0.92,13634,0.8655
2/6/2011,0.92,0.92,0.83,0.8997,0.8997,7608,0.90985
2/7/2011,0.8997,0.9,0.83,0.89,0.89,1949,0.89485
2/8/2011,0.89,0.918,0.8617,0.918,0.918,6306,0.904
2/9/2011,0.918,1.09,0.82,1.09,1.09,47455,1.004
2/10/2011,1.09,1.1,0.8,0.9803,0.9803,25568,1.03515
2/11/2011,0.9803,1.09,0.9264,1.07,1.07,13213,1.02515
2/12/2011,1.07,1.08,0.9906,1.08,1.08,4353,1.075
2/13/2011,1.08,1.08,1.02,1.05,1.05,3398,1.065
2/14/2011,1.05,1.08,1.03,1.07,1.07,7532,1.06
2/15/2011,1.07,1.09,1.03,1.05,1.05,9085,1.06
2/16/2011,1.05,1.05,1.02,1.05,1.05,7465,1.05
2/17/2011,1.05,1.05,1.02,1.04,1.04,4184,1.045
2/18/2011,1.04,1.04,0.7801,0.8989,0.8989,32719,0.96945
2/19/2011,0.8989,0.98,0.8376,0.949,0.949,3454,0.92395
2/20/2011,0.949,0.949,0.83,0.85,0.85,8503,0.8995
2/21/2011,0.85,0.8796,0.8313,0.8345,0.8345,1435,0.84225
2/22/2011,0.8345,0.95,0.8313,0.8702,0.8702,10650,0.85235
2/23/2011,0.8702,0.945,0.8681,0.9,0.9,6057,0.8851
2/24/2011,0.9,1,0.9,0.9974,0.9974,12708,0.9487
2/25/2011,0.9974,0.9998,0.9111,0.9111,0.9111,4276,0.95425
2/26/2011,0.9111,0.97,0.9106,0.958,0.958,4452,0.93455
2/27/2011,0.958,0.958,0.89,0.89,0.89,21576,0.924
2/28/2011,0.89,0.92,0.845,0.86,0.86,4108,0.875
3/1/2011,0.86,0.97,0.8502,0.9202,0.9202,21413,0.8901
3/2/2011,0.9202,0.94,0.9102,0.9399,0.9399,2533,0.93005
3/3/2011,0.9399,0.9399,0.91,0.9391,0.9391,2520,0.9395
3/4/2011,0.9391,0.9391,0.9001,0.901,0.901,2469,0.92005
3/5/2011,0.901,0.9189,0.8111,0.9103,0.9103,11115,0.90565
3/6/2011,0.9103,0.9098,0.81,0.8999,0.8999,10775,0.9051
3/7/2011,0.8999,0.909,0.846,0.885,0.885,13527,0.89245
3/8/2011,0.885,0.885,0.85,0.87,0.87,3931,0.8775
3/9/2011,0.87,0.87,0.85,0.8645,0.8645,3881,0.86725
3/10/2011,0.8645,0.9329,0.8497,0.9329,0.9329,7895,0.8987
3/11/2011,0.9329,0.925,0.8601,0.88,0.88,3301,0.90645
3/12/2011,0.88,0.9197,0.88,0.918,0.918,4319,0.899
3/13/2011,0.918,0.918,0.8898,0.8925,0.8925,595,0.90525
3/14/2011,0.8925,0.9,0.88,0.8949,0.8949,4676,0.8937
3/15/2011,0.8949,0.8949,0.87,0.87,0.87,2405,0.88245
3/16/2011,0.87,0.88,0.836,0.86,0.86,6761,0.865
3/17/2011,0.86,0.88,0.81,0.8254,0.8254,6042,0.8427
3/18/2011,0.8254,0.8506,0.71,0.8165,0.8165,10971,0.82095
3/19/2011,0.8165,0.797,0.7313,0.765,0.765,7457,0.79075
3/20/2011,0.765,0.79,0.7402,0.7411,0.7411,4502,0.75305
3/21/2011,0.7411,0.7724,0.7405,0.759,0.759,2780,0.75005
3/22/2011,0.759,0.81,0.7405,0.809,0.809,9499,0.784
3/23/2011,0.809,0.85,0.78,0.8497,0.8497,11029,0.82935
3/24/2011,0.8497,0.9,0.8266,0.8669,0.8669,12259,0.8583
3/25/2011,0.8669,0.89,0.861,0.8838,0.8838,4225,0.87535
3/26/2011,0.8838,0.905,0.841,0.8552,0.8552,10250,0.8695
3/27/2011,0.8552,0.8721,0.8152,0.82,0.82,4439,0.8376
3/27/2011,0.82,0.85,0.76,0.799,0.799,10141,0.8095
3/28/2011,0.799,0.7997,0.7648,0.7925,0.7925,3312,0.79575
3/29/2011,0.7925,0.795,0.766,0.7897,0.7897,2532,0.7911
3/30/2011,0.7897,0.801,0.768,0.7846,0.7846,5429,0.78715
3/31/2011,0.7846,0.797,0.7741,0.7741,0.7741,2483,0.77935
4/1/2011,0.7741,0.7998,0.7741,0.782,0.782,1965,0.77805
4/2/2011,0.782,0.7949,0.777,0.779,0.779,3074,0.7805
4/3/2011,0.779,0.785,0.5619,0.68,0.68,21652,0.7295
4/4/2011,0.68,0.7478,0.58,0.71,0.71,6522,0.695
4/5/2011,0.71,0.75,0.6902,0.74,0.74,6264,0.725
4/6/2011,0.74,0.7849,0.7205,0.7538,0.7538,8178,0.7469
4/7/2011,0.7538,0.799,0.7309,0.75,0.75,13854,0.7519
4/8/2011,0.75,0.7676,0.7205,0.73,0.73,8940,0.74
4/9/2011,0.73,0.7589,0.71,0.7369,0.7369,3946,0.73345
4/10/2011,0.7369,0.799,0.7103,0.77,0.77,11255,0.75345
4/11/2011,0.77,0.899,0.7703,0.86,0.86,41333,0.815
4/12/2011,0.86,1,0.86,0.9225,0.9225,40467,0.89125
4/13/2011,0.9225,1,0.91,1,1,29643,0.96125
4/14/2011,1,1.09,0.911,0.9899,0.9899,50488,0.99495
4/15/2011,0.9899,1.1,0.9541,1.05,1.05,30097,1.01995
4/16/2011,1.05,1.14,1.03,1.11,1.11,26085,1.08
4/17/2011,1.11,1.2,1.11,1.16,1.16,31552,1.135
4/18/2011,1.16,1.2,1.14,1.2,1.2,14782,1.18
4/19/2011,1.2,1.2,1.13,1.14,1.14,24691,1.17
4/20/2011,1.14,1.21,1.14,1.21,1.21,46345,1.175
4/21/2011,1.21,1.41,1.19,1.41,1.41,50929,1.31
4/22/2011,1.41,1.95,1.32,1.7,1.7,103242,1.555
4/23/2011,1.7,1.95,1.6,1.63,1.63,36076,1.665
4/24/2011,1.63,1.7,1.52,1.56,1.56,21226,1.595
4/25/2011,1.56,1.79,1.53,1.79,1.79,40211,1.675
4/26/2011,1.79,1.95,1.72,1.9,1.9,62403,1.845
4/27/2011,1.9,2.65,1.66,2.21,2.21,203392,2.055
4/28/2011,2.21,2.95,2.21,2.88,2.88,148954,2.545
4/29/2011,2.88,4.15,2.75,3.5,3.5,214977,3.19
4/30/2011,3.5,3.87,2.5,3.03,3.03,143521,3.265
5/1/2011,3.03,3.5,3.03,3.2,3.2,59421,3.115
5/2/2011,3.2,3.49,3.11,3.41,3.41,56187,3.305
5/3/2011,3.41,3.58,3.25,3.41,3.41,59434,3.41
5/4/2011,3.41,3.45,3.33,3.33,3.33,52331,3.37
5/5/2011,3.33,3.61,3.29,3.45,3.45,80063,3.39
5/6/2011,3.45,3.7,3.43,3.64,3.64,64359,3.545
5/7/2011,3.64,3.94,3.63,3.87,3.87,79620,3.755
5/8/2011,3.87,3.9,3.69,3.8,3.8,43805,3.835
5/9/2011,3.8,5.99,3.81,5.81,5.81,266466,4.805
5/10/2011,5.81,6.07,4.6,5.5,5.5,281496,5.655
5/11/2011,5.5,6.49,5.22,6.3,6.3,184839,5.9
5/12/2011,6.3,8.45,6.32,8.2,8.2,478840,7.25
5/13/2011,8.2,8.9,5.83,7.2,7.2,435571,7.7
5/14/2011,7.2,7.78,6.2,6.99,6.99,123255,7.095
5/15/2011,6.99,8.5,6.75,8.03,8.03,343050,7.51
5/16/2011,8.03,8.39,6.98,7.19,7.19,265868,7.61
5/17/2011,7.19,7.5,6.6,6.88,6.88,181331,7.035
5/18/2011,6.88,7.34,6.61,6.81,6.81,170134,6.845
5/19/2011,6.81,7.1,5.58,5.59,5.59,278992,6.2
5/20/2011,5.59,6.52,5.58,6.12,6.12,185640,5.855
5/21/2011,6.12,6.76,5.99,6.69,6.69,154432,6.405
5/22/2011,6.69,7.45,6.69,7.15,7.15,250601,6.92
5/23/2011,7.15,7.51,6.96,7.42,7.42,211827,7.285
5/24/2011,7.42,9.33,7.22,8.4,8.4,510905,7.91
5/25/2011,8.4,8.99,8.01,8.8,8.8,244820,8.6
5/26/2011,8.8,8.83,8.5,8.5,8.5,125149,8.65
5/27/2011,8.5,8.7,8.11,8.3,8.3,103463,8.4
5/28/2011,8.3,8.49,8.1,8.43,8.43,62138,8.365
5/29/2011,8.43,9,8.25,8.8,8.8,154258,8.615
5/30/2011,8.8,9.5,8.1,8.74,8.74,406882,8.77
5/31/2011,8.74,9.7,8.3,9.57,9.57,400564,9.155
6/1/2011,9.57,10.89,9.5,10.6,10.6,415112,10.085
6/2/2011,10.6,14.5,10.58,14.29,14.29,954513,12.445
6/3/2011,14.29,18.889999,14.04,18.889999,18.889999,729670,16.5899995
6/4/2011,18.889999,19,16.200001,16.700001,16.700001,420612,17.795
6/5/2011,16.700001,19.23,16.450001,18.549999,18.549999,1016927,17.625
6/6/2011,18.549999,24.32,18.26,23.92,23.92,1068903,21.2349995
6/7/2011,23.92,31.91,22.209999,29.6,29.6,2858820,26.76
6/8/2011,29.6,31.5,26.15,28.92,28.92,1861589,29.26
6/9/2011,28.92,29.4,20.01,23.950001,23.950001,2274786,26.4350005
6/10/2011,23.950001,23.99,13,14.65,14.65,2146587,19.3000005
6/11/2011,14.65,24.99,10.25,18.549999,18.549999,2451134,16.5999995
6/12/2011,18.549999,24.5,16,19.84,19.84,1476239,19.1949995
6/13/2011,19.84,20.5,18,19.280001,19.280001,696003,19.5600005
6/14/2011,19.280001,20,19.02,19.49,19.49,545336,19.3850005
6/15/2011,19.49,19.889999,17,17,17,927743,18.245
6/16/2011,17,18.34,13,15.68,15.68,1684353,16.34
6/17/2011,15.68,16.950001,15.05,16.889999,16.889999,569949,16.2849995
6/18/2011,16.889999,18.879999,16.85,17.51,17.51,536267,17.1999995
6/19/2011,17.51,17.51,17.51,17.51,17.51,0,17.51
6/20/2011,17.51,17.51,17.51,17.51,17.51,0,17.51
6/21/2011,17.51,17.51,17.51,17.51,17.51,0,17.51
6/22/2011,17.51,17.51,17.51,17.51,17.51,0,17.51
6/23/2011,17.51,17.51,17.51,17.51,17.51,0,17.51
6/24/2011,17.51,17.51,17.51,17.51,17.51,0,17.51
6/25/2011,17.51,17.51,14.01,16.450001,16.450001,234621,16.9800005
6/26/2011,16.450001,18,15,16.75,16.75,535096,16.6000005
6/27/2011,16.75,17.52,16.5,16.950001,16.950001,413032,16.8500005
6/28/2011,16.950001,17.200001,16.67,16.85,16.85,355303,16.9000005
6/29/2011,16.85,17,15.73,16.1,16.1,577145,16.475
6/30/2011,16.1,16.74,15.26,15.4,15.4,529197,15.75
7/1/2011,15.4,15.8,15.27,15.4,15.4,302134,15.4
7/2/2011,15.4,15.69,15.31,15.44,15.44,259875,15.42
7/3/2011,15.44,15.49,13.14,13.86,13.86,756913,14.65
7/4/2011,13.86,15,11,12.91,12.91,1076305,13.385
7/5/2011,12.91,16.5,12.67,14.78,14.78,1655319,13.845
7/6/2011,14.78,15.9,14.5,14.78,14.78,825452,14.78
7/7/2011,14.78,15.64,13.9,14.31,14.31,500143,14.545
7/8/2011,14.31,14.7,14.02,14.38,14.38,171329,14.345
7/9/2011,14.38,15.68,14.35,14.9,14.9,682903,14.64
7/10/2011,14.9,15.2,13.8,14.21,14.21,706457,14.555
7/11/2011,14.21,14.64,13.9,14.01,14.01,372986,14.11
7/12/2011,14.01,14.15,13.91,13.95,13.95,145032,13.98
7/13/2011,13.95,14.07,13.7,13.99,13.99,245982,13.97
7/14/2011,13.99,14.09,13.5,13.81,13.81,344982,13.9
7/15/2011,13.81,13.81,13.5,13.72,13.72,235142,13.765
7/16/2011,13.72,13.75,13.02,13.16,13.16,458510,13.44
7/17/2011,13.16,13.92,12.51,13.48,13.48,988903,13.32
7/18/2011,13.48,14.7,13.44,13.85,13.85,948485,13.665
7/19/2011,13.85,14,13.4,13.69,13.69,317332,13.77
7/20/2011,13.69,13.78,13.4,13.61,13.61,341665,13.65
7/21/2011,13.61,13.81,13.45,13.7,13.7,207044,13.655
7/22/2011,13.7,13.76,13.51,13.68,13.68,306380,13.69
7/23/2011,13.68,14.1,13.6,13.98,13.98,369041,13.83
7/24/2011,13.98,14.72,13.76,14.05,14.05,448277,14.015
7/25/2011,14.05,14.05,13.77,13.88,13.88,233585,13.965
7/26/2011,13.88,14.13,13.85,13.94,13.94,160645,13.91
7/27/2011,13.94,13.94,13.31,13.49,13.49,445690,13.715
7/28/2011,13.49,13.7,13.33,13.5,13.5,98020,13.495
7/29/2011,13.5,13.63,13.45,13.53,13.53,82590,13.515
7/30/2011,13.53,14.9,12.83,13.35,13.35,618135,13.44
7/31/2011,13.35,13.55,12.85,13.09,13.09,286373,13.22
8/1/2011,13.09,13.1,11.5,12.05,12.05,709463,12.57
8/2/2011,12.05,12.16,8.7,9.26,9.26,943628,10.655
8/3/2011,9.26,11.15,9.27,10.75,10.75,529876,10.005
8/4/2011,10.75,10.99,9.5,9.8,9.8,315866,10.275
8/5/2011,9.8,9.95,5.74,6.55,6.55,801213,8.175
